14,4,78,5,72,370,8,369
141,4,205,5,199,370,135,369
201,4,267,4,273,1001,207,1001
398,4,461,4,461,379,398,379
460,5,524,4,539,874,474,875
593,3,660,5,654,317,586,315
656,4,719,4,719,320,656,320
792,4,860,4,860,1040,792,1040
918,4,986,4,986,1035,918,1035
981,4,1049,4,1049,573,981,573
1180,0,1244,0,1244,1035,1180,1035
1244,4,1307,4,1307,1040,1244,1040
1307,0,1370,0,1370,1035,1307,1035
1501,9,1560,9,1560,301,1501,301
2007,4,2075,4,2075,1035,2007,1035
2201,4,2269,4,2269,1040,2201,1040
2260,5,2332,4,2344,962,2271,962
2332,4,2395,4,2395,1040,2332,1040
539,43,592,43,592,588,539,588
1077,47,1124,50,1112,243,1066,241
1127,43,1180,43,1180,286,1127,286
1385,43,1438,43,1438,505,1385,505
1443,43,1501,43,1501,1035,1443,1035
1574,43,1628,43,1628,719,1574,719
1701,43,1754,43,1754,1035,1701,1035
87,48,140,48,140,466,87,466
281,48,335,48,335,335,281,335
729,48,792,48,792,461,729,461
869,48,923,48,923,996,869,996
1628,48,1691,48,1691,1035,1628,1035
1769,48,1826,48,1820,632,1762,631
1817,48,1880,48,1880,1040,1817,1040
1895,48,1948,48,1948,330,1895,330
2089,48,2147,48,2141,763,2083,762
1973,58,2012,58,2012,116,1973,116
2152,53,2206,53,2206,160,2152,160
354,63,393,63,393,136,354,136
374,136,393,136,393,155,374,155
1963,136,2012,136,2012,374,1963,374
345,174,398,174,398,972,345,972
2140,232,2207,233,2201,1040,2134,1039
1064,238,1117,238,1117,393,1064,393
1127,281,1180,281,1180,1035,1127,1035
626,311,651,311,651,340,626,340
690,311,719,311,719,345,690,345
1506,315,1560,315,1560,422,1506,422
129,340,203,339,210,1035,136,1035
591,345,655,344,661,1039,598,1040
653,345,718,343,732,1034,667,1036
1895,345,1948,345,1948,947,1895,947
9,359,77,359,77,1035,9,1035
1948,403,2012,403,2012,1035,1948,1035
392,413,461,412,473,1029,404,1031
1497,437,1555,436,1567,1039,1510,1040
1001,592,1049,592,1049,947,1001,947
1064,636,1117,636,1117,1035,1064,1035
1380,636,1433,636,1433,1040,1380,1040
1754,651,1817,651,1817,1040,1754,1040
743,903,787,903,787,1040,743,1040
1006,947,1049,947,1049,1035,1006,1035
359,991,393,991,393,1035,359,1035
